ef00000000000000,ff00000000000000,c700000000000000,e8d3b4855c5c5b2a,9d5aea86063674f1,,,,,
8E+15,8a00000000000000,8.2E+15,a881edede0303e7a,dbb75b9341c040d7,,,,,
8E+15,ae00000000000000,8.1E+15,a9a1a0ca96fe3e58,aa904bd343f5c3c6,,,,,
8E+15,8E+15,8E+15,a104bd1e6a5d7b58,99bb5fa1d64082c7,,,,,
c400000000000000,c600000000000000,c400000000000000,807aee78526d6a78,80697d69976c3a95,,,,,
9c00000000000000,ff00000000000000,e200000000000000,ecc704d03e59276b,b85b4387073672e5,,,,,
9E+15,b600000000000000,a000000000000000,93f0bdde249c02ec,bf1e3c4e34a42707,,,,,
a000000000000000,b200000000000000,9d00000000000000,80d2dafa689e4b36,fe1e9c5a86926b24,,,,,
d100000000000000,c100000000000000,d100000000000000,aba85b2877781476,8b72bd72a1323785,,,,,
8E+15,8.8E+15,9.2E+15,e9b179d9b03b201e,be0824404f75f6e7,,,,,
c000000000000000,8.8E+15,9.2E+15,b9dcd4f1f8598a04,fc8327790f92e225,,,,,
a900000000000000,ed00000000000000,a900000000000000,e9907a6e3f2a4358,ac1c4067663db2d7,,,,,
9.7E+15,e100000000000000,ca00000000000000,88e6a2f7731174d4,cb5e72e0a421c66f,,,,,
e800000000000000,fd00000000000000,df00000000000000,9ca2946db7c61ca6,d8de72e1a821ae2b,,,,,
8E+15,8E+15,8E+15,a844d56b7317251f,c856fef286226267,,,,,
d000000000000000,8.5E+15,e200000000000000,c0d071b4351377fc,ea3f187e28454f68,,,,,
9f00000000000000,dc00000000000000,d900000000000000,c3fdd1294c439565,c6df0b5b0d57c121,,,,,
b700000000000000,8.1E+15,c900000000000000,88171437753b5735,ea35101e3655ed6a,,,,,
8.6E+15,8d00000000000000,8d00000000000000,a99b3cb8960672a7,941e0f1d1f6a3317,,,,,
c300000000000000,8f00000000000000,8.4E+15,81ec23ba3a4c5f93,9c1f071917662377,,,,,
bd00000000000000,bd00000000000000,bd00000000000000,fb0166117e2f4b15,b73401372a379dd8,,,,,
cc00000000000000,fb00000000000000,d500000000000000,89f788c6ed384c33,ab59fc9267d0161c,,,,,
f400000000000000,f800000000000000,8a00000000000000,88f88cc91d7328fe,ab9cfcb26710073c,,,,,
9.00E+00,9.00E+00,9.00E+00,d4c393518fcc2ec9,dc4f96c724cd682a,,,,,
9.6E+15,9.00E+00,be00000000000000,a1dfd45539a15896,b074dfc844cb8a9b,,,,,
e000000000000000,f700000000000000,f500000000000000,b58cb5d272216e2b,a031ee8d6dd3c68a,,,,,
a900000000000000,9.8E+15,9.8E+15,ab46905a6daf3d21,a47097886fc297ba,,,,,
8E+15,8E+15,8E+15,a8cc94a9b7513d65,e9b42b965fa002cf,,,,,
8E+15,8E+15,8E+15,a8e9af9060cba67a,c9b259b753f002dc,,,,,
8E+15,8E+15,8E+15,882d771d3e32a077,a9342bda5d8886cf,,,,,
8f00000000000000,8f00000000000000,8f00000000000000,a1a1a7997f90b893,a101ef337e1186cf,,,,,
8f00000000000000,8f00000000000000,8f00000000000000,a187fa936da06723,a181ef217e1386cf,,,,,
8f00000000000000,8f00000000000000,8f00000000000000,a9817c411b47fe93,a113df136d1386ec,,,,,
b400000000000000,bb00000000000000,b100000000000000,e1d41d5d397a805b,f14d25e48cb30b37,,,,,
ea00000000000000,d800000000000000,b000000000000000,e5f4212ede116d85,e04f25b39d33ba24,,,,,
b000000000000000,b900000000000000,b100000000000000,a23dec2f6964710e,8335e48ce8370ddb,,,,,
8.1E+15,8E+15,8E+15,a899eda6d13e041f,e91236682f73c32e,,,,,
8E+15,8.2E+15,8E+15,a8ac87ccff114927,b526272e271bc327,,,,,
8E+15,a000000000000000,8E+15,a92b5c6513567f22,a5c2fe41bb65c262,,,,,
c900000000000000,8.3E+15,bc00000000000000,92a38d86ca6f2e8d,c08876ee1f66743c,,,,,
e400000000000000,8.6E+15,b000000000000000,848acde0d89fb655,c304664f5d626c7b,,,,,
b300000000000000,b300000000000000,a300000000000000,d6ac71ab721c4ad2,ee8813ae52269d5b,,,,,
8E+15,8E+15,8E+15,8871353b6d99631d,a122fd901718d6ef,,,,,
8E+15,c000000000000000,8E+15,a8f3d7a60d082c7e,84d5dd5377803267,,,,,
8E+15,c900000000000000,8.8E+15,a8bba524330e7b17,b8e741d8a1db14ce,,,,,
8E+15,8E+15,8E+15,88be3a59263d2d0f,a90e15cf199982ef,,,,,
8E+15,c400000000000000,8.2E+15,88bbcd2f30a75b48,a8e548bce1db06cb,,,,,
8.1E+15,9b00000000000000,b100000000000000,89f2e9b34a4f6524,dcbac487409ec6ad,,,,,
8.3E+15,bb00000000000000,b100000000000000,88c74baf6bc92156,9daac4a511df86a5,,,,,
